iter	Passed	Remaining
1664	56603	283356
1665	56635	283311
1666	56669	283277
1667	56702	283241
1668	56740	283228
1669	56774	283193
1670	56807	283152
1671	56847	283148
1672	56880	283109
1673	56916	283087
1674	56951	283057
1675	56981	283002
1676	57019	282988
1677	57049	282935
1678	57082	282894
1679	57121	282886
1680	57158	282866
1681	57191	282828
1682	57226	282802
1683	57257	282750
1684	57289	282706
1685	57325	282681
1686	57363	282666
1687	57397	282632
1688	57427	282582
1689	57461	282546
1690	57494	282508
1691	57530	282483
1692	57566	282461
1693	57602	282434
1694	57634	282392
1695	57669	282362
1696	57705	282340
1697	57740	282310
1698	57773	282272
1699	57809	282245
1700	57842	282209
1701	57871	282150
1702	57905	282116
1703	57942	282093
1704	57975	282056
1705	58010	282026
1706	58041	281980
1707	58076	281950
1708	58107	281901
1709	58140	281861
1710	58174	281827
1711	58215	281826
1712	58250	281799
1713	58283	281760
1714	58320	281741
1715	58354	281708
1716	58392	281691
1717	58424	281646
1718	58456	281606
1719	58488	281560
1720	58527	281550
1721	58561	281519
1722	58595	281482
1723	58631	281457
1724	58666	281428
1725	58701	281400
1726	58733	281356
1727	58768	281325
1728	58797	281271
1729	58830	281229
1730	58861	281180
1731	58893	281138
1732	58926	281098
1733	58960	281065
1734	58999	281053
1735	59033	281022
1736	59066	280983
1737	59101	280952
1738	59137	280930
1739	59174	280909
1740	59204	280855
1741	59239	280828
1742	59275	280800
1743	59308	280763
1744	59341	280722
1745	59373	280680
1746	59408	280650
1747	59445	280629
1748	59475	280580
1749	59510	280549
1750	59544	280513
1751	59582	280501
1752	59613	280453
1753	59645	280406
1754	59674	280353
1755	59709	280322
1756	59741	280278
1757	59777	280253
1758	59809	280210
1759	59842	280169
1760	59877	280141
1761	59908	280094
1762	59941	280057
1763	59974	280018
1764	60009	279989
1765	60043	279953
1766	60077	279919
1767	60112	279889
1768	60148	279866
1769	60178	279814
1770	60212	279779
1771	60249	279757
1772	60280	279711
1773	60314	279676
1774	60351	279654
1775	60387	279633
1776	60423	279609
1777	60457	279572
1778	60490	279535
1779	60524	279500
1780	60560	279475
1781	60593	279439
1782	60629	279412
1783	60668	279402
1784	60703	279373
1785	60737	279337
1786	60767	279285
1787	60802	279257
1788	60835	279219
1789	60869	279183
1790	60906	279163
1791	60939	279124
1792	60978	279114
1793	61009	279064
1794	61041	279020
1795	61076	278995
1796	61109	278956
1797	61145	278929
1798	61181	278906
1799	61214	278868
1800	61246	278821
1801	61276	278770
1802	61315	278761
1803	61345	278708
1804	61378	278668
1805	61410	278624
1806	61444	278589
1807	61476	278548
1808	61505	278489
1809	61539	278459
1810	61575	278432
1811	61604	278374
1812	61636	278331
1813	61673	278311
1814	61704	278265
1815	61740	278241
1816	61771	278192
1817	61805	278157
1818	61838	278121
1819	61872	278086
1820	61901	278030
1821	61930	277974
1822	61964	277937
1823	61997	277899
1824	62029	277857
1825	62065	277832
1826	62098	277796
1827	62136	277779
1828	62170	277742
1829	62203	277704
1830	62237	277671
1831	62267	277619
1832	62297	277567
1833	62332	277537
1834	62364	277498
1835	62398	277461
1836	62429	277417
1837	62462	277378
1838	62497	277346
1839	62533	277324
1840	62568	277295
1841	62608	277284
1842	62642	277253
1843	62675	277214
1844	62706	277167
1845	62739	277128
1846	62770	277081
1847	62805	277051
1848	62837	277008
1849	62866	276953
1850	62901	276924
1851	62934	276886
1852	62966	276840
1853	63002	276815
1854	63036	276784
1855	63070	276748
1856	63101	276701
1857	63133	276659
1858	63167	276624
1859	63199	276581
1860	63234	276553
1861	63269	276522
1862	63303	276487
1863	63336	276449
1864	63374	276433
1865	63406	276393
1866	63440	276359
1867	63474	276325
1868	63512	276310
1869	63551	276296
1870	63589	276278
1871	63622	276241
1872	63653	276195
1873	63686	276156
1874	63718	276114
1875	63755	276091
1876	63787	276051
1877	63823	276024
1878	63856	275985
1879	63889	275948
1880	63917	275889
1881	63951	275855
1882	63989	275835
1883	64028	275826
1884	64066	275807
1885	64098	275767
1886	64131	275729
1887	64166	275699
1888	64200	275666
1889	64235	275632
1890	64265	275582
1891	64296	275537
1892	64328	275493
1893	64369	275489
1894	64405	275464
1895	64438	275428
1896	64468	275374
1897	64500	275332
1898	64536	275308
1899	64566	275258
1900	64599	275220
1901	64630	275173
1902	64663	275133
1903	64700	275113
1904	64741	275106
1905	64783	275108
1906	64825	275110
1907	64866	275106
1908	64903	275084
1909	64937	275048
1910	64967	274997
1911	65001	274964
1912	65034	274924
1913	65069	274896
1914	65102	274857
1915	65135	274821
1916	65169	274787
1917	65202	274749
1918	65241	274735
1919	65272	274689
1920	65304	274644
1921	65339	274616
1922	65370	274570
1923	65401	274523
1924	65437	274496
1925	65469	274456
1926	65505	274428
1927	65538	274389
1928	65582	274398
1929	65621	274386
1930	65668	274406
1931	65715	274426
1932	65762	274446
1933	65798	274423
1934	65831	274382
1935	65863	274338
1936	65897	274308
1937	65933	274279
1938	65967	274246
1939	66001	274212
1940	66036	274182
1941	66071	274150
1942	66105	274117
1943	66137	274076
1944	66170	274039
1945	66202	273994
1946	66234	273952
1947	66265	273907
1948	66301	273882
1949	66332	273834
1950	66365	273794
1951	66398	273758
1952	66434	273733
1953	66467	273692
1954	66500	273655
1955	66536	273629
1956	66567	273582
1957	66599	273541
1958	66633	273507
1959	66667	273472
1960	66701	273437
1961	66731	273388
1962	66764	273348
1963	66794	273299
1964	66834	273291
1965	66869	273260
1966	66906	273239
1967	66940	273203
1968	66972	273163
1969	67008	273134
1970	67043	273105
1971	67076	273066
1972	67108	273024
1973	67143	272997
1974	67176	272959
1975	67214	272938
1976	67243	272887
1977	67280	272861
1978	67311	272818
1979	67346	272787
1980	67375	272734
1981	67407	272690
1982	67439	272649
1983	67470	272603
1984	67506	272574
1985	67538	272535
1986	67573	272504
1987	67605	272462
1988	67635	272410
1989	67674	272397
1990	67707	272361
1991	67742	272332
1992	67781	272317
1993	67820	272303
1994	67859	272289
1995	67892	272251
1996	67923	272204
1997	67959	272177
1998	67992	272140
1999	68024	272098
2000	68061	272075
2001	68094	272037
2002	68126	271995
2003	68161	271967
2004	68203	271961
2005	68243	271953
2006	68276	271914
2007	68309	271876
2008	68344	271847
2009	68377	271808
2010	68409	271768
2011	68440	271722
2012	68474	271687
2013	68506	271644
2014	68537	271597
2015	68570	271562
2016	68601	271516
2017	68633	271474
2018	68667	271437
2019	68703	271410
2020	68733	271363
2021	68764	271315
2022	68799	271286
2023	68831	271243
2024	68862	271200
2025	68899	271175
2026	68931	271133
2027	68961	271085
2028	68993	271043
2029	69028	271012
2030	69066	270995
2031	69100	270959
2032	69129	270907
2033	69160	270862
2034	69191	270816
2035	69227	270788
2036	69261	270755
2037	69295	270721
2038	69327	270679
2039	69356	270627
2040	69388	270584
2041	69424	270559
2042	69460	270532
2043	69494	270499
2044	69528	270463
2045	69564	270436
2046	69599	270409
2047	69637	270387
2048	69666	270337
2049	69698	270292
2050	69730	270251
2051	69760	270202
2052	69797	270179
2053	69832	270150
2054	69863	270102
2055	69896	270067
2056	69930	270032
2057	69962	269989
2058	69994	269947
2059	70027	269913
2060	70063	269885
2061	70093	269836
2062	70131	269818
2063	70168	269796
2064	70203	269764
2065	70235	269723
2066	70267	269681
2067	70302	269651
2068	70339	269629
2069	70371	269586
2070	70405	269553
2071	70437	269512
2072	70471	269476
2073	70503	269435
2074	70542	269421
2075	70579	269398
2076	70611	269355
2077	70644	269318
2078	70678	269285
2079	70708	269237
2080	70742	269202
2081	70775	269163
2082	70805	269116
2083	70842	269091
2084	70874	269051
2085	70911	269026
2086	70945	268993
2087	70981	268967
2088	71019	268949
2089	71084	269032
2090	71116	268989
2091	71145	268939
2092	71180	268906
2093	71211	268864
2094	71243	268819
2095	71273	268773
2096	71305	268730
2097	71339	268696
2098	71372	268658
2099	71407	268629
2100	71439	268588
2101	71472	268550
2102	71512	268536
2103	71544	268496
2104	71577	268457
2105	71611	268425
2106	71648	268402
2107	71679	268356
2108	71709	268307
2109	71744	268275
2110	71778	268243
2111	71815	268220
2112	71846	268174
2113	71886	268161
2114	71914	268108
2115	71948	268072
2116	71984	268047
2117	72016	268003
2118	72050	267971
2119	72084	267938
2120	72122	267917
2121	72155	267881
2122	72188	267843
2123	72220	267801
2124	72254	267767
2125	72290	267741
2126	72327	267717
2127	72362	267685
2128	72394	267646
2129	72425	267601
2130	72458	267564
2131	72491	267526
2132	72522	267480
2133	72560	267459
2134	72597	267436
2135	72633	267411
2136	72668	267380
2137	72697	267328
2138	72730	267290
2139	72763	267254
2140	72800	267231
2141	72836	267203
2142	72864	267148
2143	72895	267103
2144	72924	267050
2145	72959	267019
2146	72993	266984
2147	73023	266936
2148	73058	266906
2149	73096	266886
2150	73133	266864
2151	73163	266814
2152	73196	266776
2153	73227	266731
2154	73260	266693
2155	73290	266647
2156	73324	266613
2157	73356	266572
2158	73391	266542
2159	73425	266506
2160	73458	266468
2161	73495	266445
2162	73527	266406
2163	73559	266363
2164	73591	266324
2165	73622	266279
2166	73654	266235
2167	73686	266194
2168	73719	266159
2169	73758	266140
2170	73794	266115
2171	73825	266072
2172	73857	266031
2173	73894	266006
2174	73928	265974
2175	73960	265933
2176	73995	265902
2177	74034	265886
2178	74065	265842
2179	74098	265803
2180	74128	265756
2181	74164	265726
2182	74200	265700
2183	74235	265672
2184	74268	265631
2185	74297	265580
2186	74330	265542
2187	74365	265511
2188	74399	265480
2189	74431	265438
2190	74464	265401
2191	74498	265366
2192	74536	265348
2193	74571	265316
2194	74606	265285
2195	74637	265241
2196	74674	265218
2197	74708	265184
2198	74742	265151
2199	74775	265112
2200	74808	265074
2201	74841	265038
2202	74878	265016
2203	74912	264979
2204	74944	264940
2205	74984	264926
2206	75015	264882
2207	75047	264841
2208	75083	264815
2209	75117	264779
2210	75149	264740
2211	75184	264710
2212	75219	264678
2213	75251	264638
2214	75285	264605
2215	75321	264578
2216	75353	264536
2217	75385	264495
2218	75417	264453
2219	75453	264428
2220	75488	264397
2221	75519	264351
2222	75549	264303
2223	75583	264269
2224	75618	264239
2225	75653	264209
2226	75685	264168
2227	75719	264133
2228	75754	264103
2229	75789	264073
2230	75821	264033
2231	75856	264001
2232	75891	263972
2233	75924	263934
2234	75956	263893
2235	75988	263853
2236	76021	263815
2237	76053	263775
2238	76091	263755
2239	76125	263719
2240	76157	263679
2241	76194	263656
2242	76233	263638
2243	76269	263611
2244	76305	263585
2245	76340	263554
2246	76373	263517
2247	76406	263481
2248	76441	263448
2249	76474	263411
2250	76509	263382
2251	76547	263359
2252	76577	263315
2253	76612	263282
2254	76648	263257
2255	76681	263217
2256	76712	263175
2257	76745	263135
2258	76779	263104
2259	76816	263079
2260	76848	263038
2261	76883	263006
2262	76912	262958
2263	76946	262924
2264	76980	262888
2265	77011	262844
2266	77043	262802
2267	77079	262776
2268	77112	262740
2269	77146	262705
2270	77182	262678
2271	77212	262632
2272	77245	262594
2273	77276	262549
2274	77311	262520
2275	77345	262486
2276	77376	262441
2277	77417	262430
2278	77453	262403
2279	77484	262358
2280	77518	262325
2281	77552	262291
2282	77586	262258
2283	77616	262209
2284	77647	262167
2285	77678	262121
2286	77711	262086
2287	77743	262045
2288	77774	262001
2289	77809	261969
2290	77839	261921
2291	77871	261882
2292	77904	261846
2293	77937	261806
2294	77974	261782
2295	78008	261749
2296	78048	261736
2297	78082	261703
2298	78117	261670
2299	78153	261644
2300	78191	261623
2301	78222	261579
2302	78256	261546
2303	78290	261512
2304	78322	261472
2305	78356	261436
2306	78390	261403
2307	78424	261369
2308	78456	261330
2309	78487	261286
2310	78523	261257
2311	78554	261214
2312	78586	261172
2313	78624	261152
2314	78658	261120
2315	78692	261085
2316	78726	261050
2317	78760	261015
2318	78793	260978
2319	78823	260932
2320	78853	260886
2321	78890	260861
2322	78924	260826
2323	78956	260787
2324	78990	260753
2325	79025	260723
2326	79060	260691
2327	79102	260684
2328	79131	260634
2329	79172	260622
2330	79205	260587
2331	79239	260552
2332	79273	260518
2333	79309	260492
2334	79349	260475
2335	79384	260447
2336	79420	260418
2337	79455	260388
2338	79488	260350
2339	79526	260330
2340	79556	260283
2341	79590	260248
2342	79625	260219
2343	79656	260175
2344	79691	260144
2345	79725	260109
2346	79756	260067
2347	79787	260022
2348	79820	259985
2349	79853	259947
2350	79889	259921
2351	79928	259903
2352	79960	259861
2353	79993	259825
2354	80031	259805
2355	80065	259771
2356	80098	259733
2357	80132	259701
2358	80165	259662
2359	80197	259621
2360	80232	259592
2361	80262	259544
2362	80298	259517
2363	80340	259508
2364	80375	259478
2365	80413	259457
2366	80445	259416
2367	80474	259368
2368	80508	259332
2369	80542	259298
2370	80577	259267
2371	80612	259238
2372	80646	259203
2373	80678	259163
2374	80711	259125
2375	80742	259082
2376	80775	259045
2377	80808	259009
2378	80840	258968
2379	80879	258951
2380	80911	258911
2381	80945	258875
2382	80978	258839
2383	81011	258801
2384	81048	258776
2385	81076	258723
2386	81109	258688
2387	81145	258658
2388	81182	258636
2389	81214	258594
2390	81246	258554
2391	81278	258513
2392	81314	258487
2393	81343	258438
2394	81378	258407
2395	81413	258375
2396	81444	258333
2397	81476	258292
2398	81509	258255
2399	81543	258222
2400	81580	258196
2401	81610	258149
2402	81643	258113
2403	81681	258091
2404	81720	258072
2405	81748	258020
2406	81783	257989
2407	81816	257951
2408	81849	257916
2409	81882	257880
2410	81912	257831
2411	81946	257797
2412	81979	257761
2413	82015	257734
2414	82052	257709
2415	82085	257673
2416	82116	257628
2417	82150	257594
2418	82184	257560
2419	82216	257520
2420	82252	257493
2421	82284	257452
2422	82319	257421
2423	82352	257387
2424	82385	257348
2425	82421	257321
2426	82456	257288
2427	82491	257258
2428	82523	257218
2429	82556	257182
2430	82592	257154
2431	82624	257112
2432	82653	257065
2433	82694	257051
2434	82732	257031
2435	82765	256994
2436	82800	256963
2437	82831	256920
2438	82867	256892
2439	82898	256850
2440	82933	256817
2441	82965	256778
2442	82998	256740
2443	83030	256702
2444	83063	256663
2445	83095	256625
2446	83129	256589
2447	83159	256544
2448	83196	256518
2449	83227	256475
2450	83260	256439
2451	83291	256396
2452	83322	256354
2453	83359	256327
2454	83399	256313
2455	83434	256281
2456	83469	256250
2457	83505	256223
2458	83537	256183
2459	83573	256155
2460	83604	256111
2461	83634	256066
2462	83672	256044
2463	83701	255994
2464	83732	255954
2465	83766	255918
2466	83800	255884
2467	83837	255860
2468	83875	255838
2469	83908	255803
2470	83945	255776
2471	83979	255743
2472	84016	255717
2473	84050	255685
2474	84083	255648
2475	84121	255627
2476	84155	255590
2477	84189	255557
2478	84223	255524
2479	84258	255494
2480	84289	255451
2481	84322	255414
2482	84353	255369
2483	84384	255327
2484	84418	255293
2485	84455	255268
2486	84486	255226
2487	84521	255196
2488	84558	255169
2489	84591	255133
2490	84623	255094
2491	84657	255060
2492	84690	255023
2493	84728	255000
2494	84767	254981
2495	84804	254958
2496	84839	254924
2497	84875	254897
2498	84905	254852
2499	84941	254825
2500	84972	254781
2501	85006	254747
2502	85039	254712
2503	85076	254686
2504	85109	254649
2505	85140	254606
2506	85176	254578
2507	85207	254535
2508	85243	254506
2509	85273	254461
2510	85302	254412
2511	85336	254377
2512	85366	254334
2513	85396	254287
2514	85428	254248
2515	85463	254215
2516	85500	254190
2517	85534	254157
2518	85569	254127
2519	85605	254100
2520	85640	254069
2521	85674	254033
2522	85716	254023
2523	85747	253981
2524	85778	253939
2525	85809	253894
2526	85840	253853
2527	85873	253817
2528	85909	253788
2529	85939	253742
2530	85971	253703
2531	86004	253664
2532	86035	253623
2533	86070	253592
2534	86101	253549
2535	86133	253509
2536	86163	253464
2537	86196	253426
2538	86227	253385
2539	86260	253349
2540	86290	253302
2541	86325	253272
2542	86363	253249
2543	86400	253225
2544	86431	253180
2545	86465	253146
2546	86507	253137
2547	86536	253088
2548	86571	253056
2549	86602	253014
2550	86638	252987
2551	86675	252962
2552	86708	252925
2553	86739	252881
2554	86773	252848
2555	86809	252821
2556	86845	252793
2557	86879	252757
2558	86909	252714
2559	86944	252681
2560	86976	252642
2561	87009	252605
2562	87041	252565
2563	87077	252538
2564	87110	252501
2565	87144	252468
2566	87176	252427
2567	87206	252382
2568	87238	252343
2569	87273	252313
2570	87305	252273
2571	87335	252228
2572	87365	252182
2573	87400	252149
2574	87430	252105
2575	87463	252068
2576	87496	252031
2577	87536	252016
2578	87570	251982
2579	87611	251968
2580	87646	251937
2581	87677	251895
2582	87708	251852
2583	87746	251828
2584	87781	251799
2585	87815	251763
2586	87847	251726
2587	87877	251681
2588	87911	251646
2589	87947	251619
2590	87982	251587
2591	88016	251552
2592	88048	251514
2593	88083	251484
2594	88113	251437
2595	88147	251405
2596	88179	251363
2597	88208	251317
2598	88241	251278
2599	88275	251246
2600	88305	251201
2601	88338	251163
2602	88375	251139
2603	88407	251098
2604	88438	251056
2605	88473	251025
2606	88511	251003
2607	88544	250967
2608	88577	250928
2609	88610	250893
2610	88648	250872
2611	88685	250846
2612	88719	250812
2613	88751	250772
2614	88789	250748
2615	88822	250714
2616	88855	250677
2617	88891	250649
2618	88924	250612
2619	88958	250576
2620	88994	250548
2621	89028	250514
2622	89061	250479
2623	89092	250435
2624	89127	250405
2625	89165	250382
2626	89202	250357
2627	89243	250343
2628	89278	250313
2629	89312	250280
2630	89353	250264
2631	89389	250235
2632	89425	250207
2633	89458	250172
2634	89494	250143
2635	89526	250104
2636	89564	250079
2637	89599	250048
2638	89634	250018
2639	89669	249988
2640	89702	249952
2641	89740	249929
2642	89774	249893
2643	89807	249856
2644	89840	249820
2645	89870	249774
2646	89905	249744
2647	89936	249702
2648	89968	249663
2649	90000	249623
2650	90028	249574
2651	90061	249538
2652	90098	249511
2653	90127	249464
2654	90161	249431
2655	90193	249391
2656	90232	249369
2657	90266	249337
2658	90297	249293
2659	90331	249260
2660	90362	249217
2661	90396	249183
2662	90427	249142
2663	90460	249106
2664	90493	249070
2665	90537	249062
2666	90578	249048
2667	90615	249023
2668	90652	248996
2669	90687	248964
2670	90720	248929
2671	90758	248905
2672	90795	248881
2673	90829	248846
2674	90863	248814
2675	90900	248787
2676	90932	248748
2677	90965	248711
2678	91000	248679
2679	91033	248644
2680	91069	248614
2681	91100	248572
2682	91136	248545
2683	91173	248519
2684	91209	248491
2685	91246	248463
2686	91283	248438
2687	91318	248409
2688	91351	248371
2689	91386	248340
2690	91418	248300
2691	91455	248274
2692	91490	248244
2693	91523	248207
2694	91557	248172
2695	91591	248138
2696	91622	248097
2697	91661	248077
2698	91690	248029
2699	91724	247995
2700	91761	247969
2701	91797	247942
2702	91829	247901
2703	91862	247865
2704	91895	247827
2705	91929	247795
2706	91959	247750
2707	91994	247719
2708	92029	247687
2709	92067	247664
2710	92097	247621
2711	92126	247572
2712	92158	247533
2713	92189	247493
2714	92221	247452
2715	92253	247413
2716	92287	247379
2717	92322	247348
2718	92359	247321
2719	92393	247287
2720	92428	247256
2721	92467	247235
2722	92501	247202
2723	92535	247168
2724	92570	247138
2725	92609	247116
2726	92639	247073
2727	92671	247032
2728	92701	246988
2729	92734	246953
2730	92774	246934
2731	92809	246901
2732	92845	246874
2733	92881	246845
2734	92916	246814
2735	92948	246776
2736	92981	246738
2737	93015	246704
2738	93049	246672
2739	93084	246638
2740	93119	246608
2741	93151	246570
2742	93187	246540
2743	93223	246511
2744	93260	246487
2745	93290	246442
2746	93325	246409
2747	93361	246380
2748	93392	246341
2749	93427	246308
2750	93459	246268
2751	93491	246231
2752	93527	246201
2753	93562	246171
2754	93594	246132
2755	93633	246111
2756	93663	246066
2757	93701	246044
2758	93737	246013
2759	93769	245974
2760	93804	245943
2761	93837	245907
2762	93874	245882
2763	93906	245841
2764	93937	245801
2765	93973	245772
2766	94008	245740
2767	94040	245701
2768	94073	245664
2769	94104	245621
2770	94135	245579
2771	94167	245542
2772	94203	245513
2773	94240	245486
2774	94272	245448
2775	94304	245409
2776	94335	245366
2777	94370	245336
2778	94402	245297
2779	94435	245259
2780	94464	245214
2781	94498	245180
2782	94529	245138
2783	94563	245104
2784	94591	245054
2785	94635	245045
2786	94676	245030
2787	94718	245017
2788	94753	244986
2789	94786	244950
2790	94824	244927
2791	94860	244897
2792	94896	244869
2793	94931	244836
2794	94964	244801
2795	94997	244763
2796	95032	244733
2797	95062	244689
2798	95097	244656
2799	95129	244619
2800	95163	244585
2801	95198	244552
2802	95229	244513
2803	95265	244482
2804	95296	244442
2805	95330	244408
2806	95365	244376
2807	95395	244330
2808	95427	244292
2809	95459	244253
2810	95493	244220
2811	95532	244197
2812	95571	244177
2813	95616	244172
2814	95659	244160
2815	95698	244139
2816	95728	244096
2817	95761	244060
2818	95795	244024
2819	95827	243985
2820	95861	243952
2821	95899	243928
2822	95936	243901
2823	95971	243870
2824	96001	243827
2825	96038	243800
2826	96073	243769
2827	96108	243737
2828	96140	243699
2829	96173	243663
2830	96210	243636
2831	96243	243600
2832	96281	243576
2833	96321	243556
2834	96354	243520
2835	96392	243495
2836	96423	243454
2837	96456	243418
2838	96497	243402
2839	96531	243368
2840	96568	243342
2841	96608	243322
2842	96641	243286
2843	96676	243254
2844	96710	243221
2845	96745	243189
2846	96780	243158
2847	96814	243124
2848	96846	243086
2849	96877	243044
2850	96910	243007
2851	96946	242978
2852	96984	242953
2853	97018	242921
2854	97049	242879
2855	97084	242846
2856	97120	242818
2857	97153	242782
2858	97191	242757
2859	97226	242725
2860	97260	242692
2861	97294	242659
2862	97330	242628
2863	97362	242591
2864	97397	242559
2865	97433	242531
2866	97466	242492
2867	97499	242456
2868	97537	242433
2869	97572	242402
2870	97604	242361
2871	97638	242329
2872	97672	242293
2873	97702	242249
2874	97734	242211
2875	97765	242169
2876	97800	242139
2877	97840	242119
2878	97880	242099
2879	97917	242074
2880	97957	242054
2881	97990	242019
2882	98025	241985
2883	98060	241954
2884	98094	241922
2885	98130	241891
2886	98166	241863
2887	98202	241833
2888	98234	241796
2889	98268	241760
2890	98306	241736
2891	98338	241697
2892	98374	241669
2893	98405	241628
2894	98437	241589
2895	98470	241551
2896	98504	241518
2897	98533	241470
2898	98566	241434
2899	98602	241407
2900	98637	241373
2901	98673	241344
2902	98704	241303
2903	98736	241265
2904	98768	241226
2905	98806	241202
2906	98840	241166
2907	98872	241129
2908	98904	241090
2909	98936	241050
2910	98971	241019
2911	99004	240984
2912	99037	240948
2913	99074	240920
2914	99107	240883
2915	99141	240850
2916	99173	240810
2917	99206	240774
2918	99239	240737
2919	99271	240699
2920	99300	240653
2921	99333	240617
2922	99369	240588
2923	99409	240568
2924	99444	240537
2925	99479	240505
2926	99514	240472
2927	99546	240435
2928	99591	240426
2929	99626	240395
2930	99658	240357
2931	99693	240324
2932	99731	240301
2933	99764	240263
2934	99801	240237
2935	99834	240200
2936	99871	240173
2937	99907	240146
2938	99943	240115
2939	99977	240081
2940	100017	240063
2941	100050	240025
2942	100083	239990
2943	100116	239953
2944	100147	239911
2945	100185	239887
2946	100218	239851
2947	100255	239824
2948	100289	239791
2949	100322	239752
2950	100352	239710
2951	100382	239666
2952	100417	239636
2953	100451	239600
2954	100484	239565
2955	100519	239532
2956	100553	239498
2957	100584	239458
2958	100621	239430
2959	100655	239396
2960	100689	239363
2961	100722	239327
2962	100756	239291
2963	100794	239268
2964	100827	239232
2965	100859	239192
2966	100889	239148
2967	100924	239116
2968	100959	239084
2969	100997	239060
2970	101036	239039
2971	101070	239005
2972	101105	238973
2973	101136	238931
2974	101171	238900
2975	101202	238859
2976	101234	238821
2977	101268	238788
2978	101299	238746
2979	101331	238706
2980	101366	238674
2981	101396	238631
2982	101431	238599
2983	101464	238563
2984	101499	238531
2985	101535	238502
2986	101566	238461
2987	101597	238422
2988	101629	238381
2989	101663	238347
2990	101699	238319
2991	101730	238278
2992	101764	238242
2993	101803	238220
2994	101835	238183
2995	101874	238160
2996	101908	238127
2997	101947	238105
2998	101984	238077
2999	102016	238039
3000	102049	238001
3001	102087	237978
3002	102125	237951
3003	102156	237912
3004	102190	237877
3005	102225	237845
3006	102259	237810
3007	102292	237775
3008	102326	237741
3009	102362	237712
3010	102392	237669
3011	102426	237635
3012	102460	237601
3013	102493	237564
3014	102528	237533
3015	102560	237495
3016	102593	237458
3017	102630	237430
3018	102661	237389
3019	102696	237359
3020	102727	237317
3021	102760	237281
3022	102796	237251
3023	102833	237224
3024	102863	237180
3025	102898	237149
3026	102928	237105
3027	102966	237080
3028	102996	237038
3029	103034	237012
3030	103071	236986
3031	103105	236953
3032	103140	236919
3033	103175	236889
3034	103210	236856
3035	103242	236818
3036	103274	236780
3037	103303	236734
3038	103336	236697
3039	103371	236665
3040	103406	236634
3041	103439	236597
3042	103473	236563
3043	103513	236543
3044	103549	236513
3045	103586	236487
3046	103615	236442
3047	103647	236404
3048	103679	236364
3049	103712	236329
3050	103743	236287
3051	103781	236262
3052	103814	236225
3053	103848	236191
3054	103889	236174
3055	103919	236131
3056	103952	236094
3057	103984	236056
3058	104020	236025
3059	104053	235991
3060	104088	235959
3061	104126	235934
3062	104164	235909
3063	104202	235882
3064	104237	235852
3065	104275	235827
3066	104304	235782
3067	104339	235749
3068	104368	235704
3069	104406	235679
3070	104440	235644
3071	104472	235607
3072	104504	235568
3073	104539	235536
3074	104573	235502
3075	104614	235485
3076	104644	235442
3077	104675	235401
3078	104712	235373
3079	104745	235337
3080	104782	235310
3081	104823	235291
3082	104855	235253
3083	104888	235216
3084	104919	235175
3085	104949	235133
3086	104982	235096
3087	105011	235051
3088	105044	235016
3089	105082	234989
3090	105117	234958
3091	105151	234923
3092	105187	234895
3093	105225	234870
3094	105260	234837
3095	105297	234810
3096	105328	234769
3097	105363	234737
3098	105397	234703
3099	105429	234664
3100	105465	234637
3101	105496	234594
3102	105534	234569
3103	105567	234534
3104	105600	234496
3105	105636	234467
3106	105666	234425
3107	105701	234392
3108	105737	234363
3109	105767	234320
3110	105803	234292
3111	105837	234256
3112	105871	234222
3113	105901	234180
3114	105937	234151
3115	105972	234118
3116	106006	234084
3117	106046	234063
3118	106080	234029
3119	106109	233984
3120	106140	233943
3121	106173	233908
3122	106216	233893
3123	106252	233863
3124	106283	233823
3125	106319	233793
3126	106350	233753
3127	106381	233713
3128	106417	233682
3129	106451	233650
3130	106482	233607
3131	106517	233576
3132	106550	233540
3133	106581	233499
3134	106610	233454
3135	106643	233419
3136	106677	233383
3137	106710	233348
3138	106744	233314
3139	106772	233267
3140	106804	233229
3141	106839	233197
3142	106872	233161
3143	106907	233129
3144	106941	233095
3145	106981	233074
3146	107013	233035
3147	107043	232992
3148	107076	232956
3149	107111	232924
3150	107143	232886
3151	107181	232860
3152	107215	232827
3153	107251	232797
3154	107283	232759
3155	107320	232731
3156	107351	232690
3157	107383	232652
3158	107416	232616
3159	107450	232582
3160	107486	232552
3161	107521	232521
3162	107553	232482
3163	107591	232456
3164	107630	232433
3165	107666	232404
3166	107699	232369
3167	107734	232336
3168	107768	232301
3169	107800	232264
3170	107832	232225
3171	107867	232194
3172	107899	232156
3173	107934	232122
3174	107969	232090
3175	108001	232054
3176	108034	232016
3177	108070	231987
3178	108106	231958
3179	108141	231925
3180	108175	231891
3181	108207	231854
3182	108240	231816
3183	108276	231788
3184	108310	231753
3185	108341	231712
3186	108372	231673
3187	108404	231634
3188	108437	231599
3189	108474	231571
3190	108507	231535
3191	108545	231508
3192	108581	231479
3193	108616	231448
3194	108648	231409
3195	108684	231379
3196	108721	231353
3197	108756	231320
3198	108792	231289
3199	108828	231260
