iter	Logloss
172	0.2734406464
173	0.2733587079
174	0.2733231607
175	0.2731621172
176	0.273010446
177	0.2729796694
178	0.2728914387
179	0.2728423729
180	0.2727013206
181	0.2726233317
182	0.2725560447
183	0.2725110011
184	0.2723725284
185	0.2722617921
186	0.2722044122
187	0.2721339804
188	0.2720878957
189	0.2719972892
190	0.271732496
191	0.2715779513
192	0.2713918802
193	0.2712451119
194	0.2710069573
195	0.2708163627
196	0.270740783
197	0.2706929365
198	0.2706435819
199	0.2705596055
200	0.2705024111
201	0.2703787698
202	0.2703178093
203	0.2702557746
204	0.2701732853
205	0.2700214513
206	0.2699489043
207	0.269872005
208	0.2697999095
209	0.2697342168
210	0.2695405743
211	0.2694848247
212	0.2692838064
213	0.2691283937
214	0.26899019
215	0.2689363007
216	0.2688819101
217	0.268702361
218	0.2686515057
219	0.268592587
220	0.2685293224
221	0.2684010713
222	0.2683593961
223	0.2683203029
224	0.2681600757
225	0.2680751432
226	0.2680202985
227	0.2679620871
228	0.2677686565
229	0.2676542087
230	0.2675564365
231	0.2674392515
232	0.2673965639
233	0.2673032809
234	0.2671828662
235	0.2670835561
236	0.267030197
237	0.2669688772
238	0.2668595943
239	0.2667975448
240	0.2667089106
241	0.2666437651
242	0.2665178591
243	0.2664057823
244	0.2662478381
245	0.2661914585
246	0.2660644142
247	0.2658699699
248	0.2657460184
249	0.2656425645
250	0.2655518043
251	0.2654371776
252	0.2653305947
253	0.2652680091
254	0.2651033281
255	0.2649439962
256	0.2649024118
257	0.2648272248
258	0.2647199789
259	0.2646289878
260	0.2645272468
261	0.2644292347
262	0.2643387661
263	0.264180343
264	0.2640868194
265	0.2639228424
266	0.2638768106
267	0.2637276611
268	0.2636852223
269	0.2635867805
270	0.263400138
271	0.2633233556
272	0.2631989647
273	0.2631559881
274	0.2630332287
275	0.2629770051
276	0.2628615698
277	0.2627550784
278	0.2626106629
279	0.2624821901
280	0.2624366832
281	0.2623460174
282	0.2623134175
283	0.2622382177
284	0.262135436
285	0.2620490745
286	0.2619380488
287	0.2618099935
288	0.2616989641
289	0.2615862806
290	0.2615423716
291	0.2614523486
292	0.2614138955
293	0.2613048496
294	0.2612260463
295	0.2611816169
296	0.2611523125
297	0.2610789531
298	0.2610414648
299	0.2609794424
300	0.2609330838
301	0.260746071
302	0.2606401806
303	0.2605577211
304	0.2604010281
305	0.2603213823
306	0.2602586772
307	0.2601895443
308	0.2600591593
309	0.2598847639
310	0.2598278885
311	0.2597578054
312	0.2595980747
313	0.2594822009
314	0.2594131854
315	0.2593191404
316	0.259282417
317	0.2592344261
318	0.2590734991
319	0.258947017
320	0.2588850982
321	0.2588277146
322	0.258765995
323	0.2586925891
324	0.2586214114
325	0.2585373458
326	0.2584412477
327	0.2583839538
328	0.2583444841
329	0.2582473473
330	0.2581771394
331	0.2580359463
332	0.2578991232
333	0.2577639062
334	0.2576327809
335	0.2575643265
336	0.2574966139
337	0.2574297651
338	0.2573747113
339	0.2572938717
340	0.2572453263
341	0.2571941832
342	0.2570617495
343	0.2569712402
344	0.2568843215
345	0.2568139826
346	0.2567638185
347	0.2567132554
348	0.2566599913
349	0.2566181848
350	0.2564820693
351	0.2563671133
352	0.2562407192
353	0.2560967659
354	0.2560492531
355	0.2559862839
356	0.2559552983
357	0.2559233185
358	0.2558907751
359	0.2558359759
360	0.2557352989
361	0.2557101625
362	0.2556509331
363	0.2556036921
364	0.2555432211
365	0.2554851985
366	0.2554442683
367	0.2553347716
368	0.2552856563
369	0.2551665334
370	0.2550935038
371	0.2550359887
372	0.2549771561
373	0.2549047456
374	0.254860713
375	0.2548012551
376	0.2547418855
377	0.25469352
378	0.2546037324
379	0.254516969
380	0.2544840375
381	0.2544490953
382	0.2543334936
383	0.2542235843
384	0.2541410045
385	0.2541070507
386	0.2540709735
387	0.2540272662
388	0.2539784866
389	0.2539275335
390	0.2539064587
391	0.2538014216
392	0.2537322204
393	0.253691985
394	0.2536317647
395	0.2535303985
396	0.2534253656
397	0.2533870023
398	0.2533607463
399	0.2533250568
400	0.2532739597
401	0.2531753791
402	0.2530788838
403	0.2529682212
404	0.2528571808
405	0.2527933879
406	0.2527415428
407	0.2526629482
408	0.2526122073
409	0.2525626064
410	0.2525026687
411	0.2524183761
412	0.2523630479
413	0.2523255491
414	0.252244528
415	0.2521887971
416	0.25211519
417	0.2520401161
418	0.2520100508
419	0.2519195574
420	0.2518822191
421	0.251852289
422	0.251824554
423	0.2517791083
424	0.2517387654
425	0.251699447
426	0.2516512114
427	0.2516130551
428	0.251551133
429	0.2515211642
430	0.2514125533
431	0.2513201494
432	0.2512420176
433	0.2512109185
434	0.2511858258
435	0.2511259987
436	0.2510351759
437	0.2509291021
438	0.2508143251
439	0.2507757925
440	0.2507459673
441	0.2507002897
442	0.2506427606
443	0.2505472584
444	0.2505029285
445	0.2504652969
446	0.2504321013
447	0.2503946566
448	0.2503383679
449	0.2503061463
450	0.2502673581
451	0.2502252066
452	0.2501464875
453	0.2500955973
454	0.2500422827
455	0.2499500916
456	0.249885059
457	0.2498099633
458	0.2497368513
459	0.2496355164
460	0.2495903419
461	0.2495093148
462	0.2494788696
463	0.2494078773
464	0.249365642
465	0.2493391977
466	0.2492697511
467	0.2491972337
468	0.2491304608
469	0.2490749925
470	0.2490239759
471	0.2489967609
472	0.248975333
473	0.2489531406
474	0.2489161715
475	0.2488820754
476	0.2488440553
477	0.2488067194
478	0.2487640929
479	0.2487238436
480	0.2486716556
481	0.2486052156
482	0.2485345174
483	0.2484559162
484	0.2484126095
485	0.248396107
486	0.2483310751
487	0.2482992939
488	0.2482760234
489	0.2482248807
490	0.2481242941
491	0.2480533571
492	0.2480188498
493	0.2479918318
494	0.2479342403
495	0.2479192712
496	0.2478756091
497	0.247798602
498	0.2477421081
499	0.2476786003
500	0.2476225035
501	0.2475691582
502	0.2474987817
503	0.2474660582
504	0.2474150983
505	0.2473854544
506	0.247358509
507	0.2472856887
508	0.247234939
509	0.2471518709
510	0.2471049642
511	0.2470700072
512	0.2470460163
513	0.2470158985
514	0.2469681035
515	0.2469435779
516	0.2468609643
517	0.2468295615
518	0.2468089293
519	0.2467471134
520	0.246704715
521	0.2466898514
522	0.2466668219
523	0.2466289024
524	0.2465816183
525	0.2465251133
526	0.2464628391
527	0.24640701
528	0.2463537268
529	0.2463230412
530	0.2462459184
531	0.2461771392
532	0.2461387886
533	0.2460958292
534	0.2460741886
535	0.2460411868
536	0.2459997754
537	0.2459738528
538	0.2459432793
539	0.2459213802
540	0.2458895117
541	0.2458683231
542	0.245817718
543	0.2457801582
544	0.2457558959
545	0.2457223489
546	0.2456898374
547	0.2456566374
548	0.2456281834
549	0.2456005262
550	0.2455341445
551	0.2454804151
552	0.2454218097
553	0.2453904084
554	0.2453468593
555	0.2453256055
556	0.2453051282
557	0.2452927676
558	0.2452695858
559	0.2452329704
560	0.245161065
561	0.2451041621
562	0.2450207395
563	0.2449532368
564	0.2449140185
565	0.2448953241
566	0.2448644339
567	0.2448327787
568	0.244811669
569	0.2447930507
570	0.2447385046
571	0.2446771768
572	0.2446304552
573	0.2445980161
574	0.244562862
575	0.244524065
576	0.2444796856
577	0.2444399344
578	0.2443979652
579	0.2443211537
580	0.2442433717
581	0.2442142072
582	0.2441701795
583	0.244121107
584	0.2440673165
585	0.2440434299
586	0.2440138414
587	0.2440007106
588	0.2439314054
589	0.2438584516
590	0.2438244821
591	0.2437800423
592	0.2437452878
593	0.2437236196
594	0.2436887911
595	0.243666001
596	0.2436352548
597	0.2436192705
598	0.2436038977
599	0.2435773634
600	0.243546348
601	0.2435294781
602	0.2434984746
603	0.2434729985
604	0.2434471677
605	0.2433939464
606	0.2433237462
607	0.2432954948
608	0.2432712299
609	0.2432491016
610	0.2432215372
611	0.2432004035
612	0.2431769638
613	0.2430480839
614	0.243006286
615	0.2429888466
616	0.2429692094
617	0.2428970262
618	0.2428318444
619	0.2428003589
620	0.2427591669
621	0.2427016863
622	0.24264297
623	0.2425787707
624	0.2425671652
625	0.2425458493
626	0.2425327219
627	0.2425069875
628	0.2424843325
629	0.2424564813
630	0.2424057153
631	0.2423493658
632	0.2423073652
633	0.242269826
634	0.2422530909
635	0.2422181611
636	0.2421917009
637	0.2421768597
638	0.242108742
639	0.2420817187
640	0.2420695664
641	0.2420315927
642	0.2420064189
643	0.2419490636
644	0.2419032309
645	0.2418535809
646	0.2418094032
647	0.2417478581
648	0.2416971474
649	0.2416532858
650	0.241613052
651	0.2415750345
652	0.2415368004
653	0.2414896537
654	0.2414644345
655	0.2414137855
656	0.241379742
657	0.2413308692
658	0.2412962154
659	0.2412746303
660	0.2412588318
661	0.2412437651
662	0.2412207032
663	0.2412045892
664	0.2411598521
665	0.2411356027
666	0.2410902928
667	0.2410681109
668	0.2410493906
669	0.2410305292
670	0.2410124043
671	0.2409993638
672	0.2409815046
673	0.2409564726
674	0.240936325
675	0.2408997794
676	0.2408696844
677	0.2408404146
678	0.2407953406
679	0.2407478849
680	0.2407234552
681	0.2407010112
682	0.2406801366
683	0.2406523975
684	0.2406097218
685	0.2405571584
686	0.2405334001
687	0.2405116569
688	0.2404787036
689	0.2404556676
690	0.2404341748
691	0.2404099833
692	0.240295434
693	0.2402784598
694	0.2402580411
695	0.2402293527
696	0.2402026782
697	0.2401789946
698	0.2401548811
699	0.2401134422
700	0.2400003252
701	0.2399542598
702	0.2399266831
703	0.239907652
704	0.2398876979
705	0.2398624115
706	0.2398369367
707	0.2398109991
708	0.2397760036
709	0.2397556565
710	0.2397114601
711	0.2396980336
712	0.2396673825
713	0.2396465191
714	0.239628788
715	0.2395980777
716	0.2394988179
717	0.2394565324
718	0.239440126
719	0.2394243612
720	0.2394031197
721	0.2393303645
722	0.2392810587
723	0.2392690942
724	0.2392504974
725	0.2392284347
726	0.2392042332
727	0.2391809106
728	0.2391654686
729	0.239154278
730	0.2391274926
731	0.2391048579
732	0.2390880549
733	0.2390529675
734	0.2390330258
735	0.2390207922
736	0.2389695709
737	0.2389507278
738	0.2389217664
739	0.2388841913
740	0.2388509976
741	0.2388260293
742	0.2387909165
743	0.2387697096
744	0.2387605529
745	0.2387247905
746	0.238695399
747	0.2386559694
748	0.2386315702
749	0.2386186065
750	0.2385948988
751	0.2385758266
752	0.2385240988
753	0.2384830287
754	0.2384664289
755	0.2384560627
756	0.2384414052
757	0.2384062291
758	0.2383826376
759	0.2383375182
760	0.2383172651
761	0.2382840127
762	0.2382723177
763	0.238230978
764	0.2381937767
765	0.2381456903
766	0.2381158493
767	0.2381009939
768	0.2380807654
769	0.2380602426
770	0.2380483374
771	0.2380302362
772	0.2379650483
773	0.2379093781
774	0.2378945742
775	0.2378577185
776	0.2377682561
777	0.2377512301
778	0.2377103179
779	0.2376738454
780	0.237635764
781	0.2376200518
782	0.2376046223
783	0.2375860648
784	0.2375511258
785	0.2375161361
786	0.2374847276
787	0.2374652424
788	0.237433516
789	0.2373693326
790	0.2373549274
791	0.2373249345
792	0.237315292
793	0.2372937288
794	0.2372717184
795	0.2372526279
796	0.2372327154
797	0.2372230702
798	0.2372113358
799	0.2371800801
800	0.2371646576
801	0.2371469415
802	0.2371352309
803	0.2371204842
804	0.2371018985
805	0.2370800713
806	0.2370568356
807	0.2370168545
808	0.2369995717
809	0.2369149558
810	0.2369009088
811	0.2368583939
812	0.2368027087
813	0.2367747924
814	0.2367601023
815	0.2367394076
816	0.2367139379
817	0.2366745983
818	0.2366588844
819	0.236624748
820	0.2365902819
821	0.2365627534
822	0.2365274549
823	0.2365102986
824	0.2364935259
825	0.2364771454
826	0.2364540938
827	0.2364417118
828	0.2364254145
829	0.2364054347
830	0.236379904
831	0.2363474857
832	0.2363287098
833	0.236297927
834	0.2362839503
835	0.2362552241
836	0.2362133088
837	0.2361947748
838	0.236179221
839	0.236147521
840	0.2360996822
841	0.2360845766
842	0.2360735883
843	0.2360563082
844	0.2360422159
845	0.2359843823
846	0.2359573903
847	0.2359322577
848	0.2359193194
849	0.2359058604
850	0.2358508957
851	0.2358312165
852	0.2358114798
853	0.2357975988
854	0.2357860516
855	0.235767238
856	0.2357449798
857	0.2357347299
858	0.2357136005
859	0.2356931122
860	0.2356756029
861	0.2356612581
862	0.2356403205
863	0.2356198953
864	0.2356025365
865	0.2355791748
866	0.2355615528
867	0.2355024965
868	0.2354587613
869	0.235424754
870	0.2353934479
871	0.235357048
872	0.2353280795
873	0.2353086448
874	0.2352890114
875	0.2352716105
876	0.2352355117
877	0.2351857255
878	0.2351436006
879	0.2351134155
880	0.2350975794
881	0.2350729363
882	0.2350214117
883	0.2349997493
884	0.234992202
885	0.2349673488
886	0.2349510523
887	0.2349325151
888	0.2349163496
889	0.2349012271
890	0.2348919276
891	0.2348809469
892	0.2348581043
893	0.2348308225
894	0.2348006878
895	0.2347647753
896	0.2347479091
897	0.2347320188
898	0.2347031647
899	0.2346848129
900	0.2346523317
901	0.2346137411
902	0.2345957561
903	0.2345827137
904	0.2345649267
905	0.2345351632
906	0.2344816686
907	0.2344297239
908	0.2343856963
909	0.2343500178
910	0.2342964712
911	0.234264737
912	0.2342166034
913	0.2342051679
914	0.234186599
915	0.2341769146
916	0.23414908
917	0.2341358088
918	0.2341267025
919	0.2341053845
920	0.2340897013
921	0.2340622597
922	0.2340344925
923	0.2340191393
924	0.2339974238
925	0.2339863937
926	0.2339710955
927	0.2339606763
928	0.2339513598
929	0.2339356554
930	0.23391609
931	0.2339024793
932	0.2338754884
933	0.2338571593
934	0.2338426484
935	0.2338312398
936	0.2338134334
937	0.2337886353
938	0.2337521426
939	0.233715259
940	0.2336894126
941	0.2336757157
942	0.2336244842
943	0.2335977501
944	0.2335850671
945	0.2335741465
946	0.2335588521
947	0.2335495838
948	0.2335365934
949	0.2335110284
950	0.2334889272
951	0.2334761007
952	0.2334623959
953	0.2334514018
954	0.2334239956
955	0.233410406
956	0.2333707811
957	0.2333532268
958	0.2333349327
959	0.2333281317
960	0.2333167895
961	0.2333023337
962	0.2332878652
963	0.233275752
964	0.2332648927
965	0.2332520541
966	0.2332378353
967	0.2332102601
968	0.2331353493
969	0.2331101153
970	0.2330822805
971	0.2330676681
972	0.2330478903
973	0.2330360481
974	0.2330009213
975	0.2329832433
976	0.2329672669
977	0.2329527204
978	0.2329429326
979	0.2329195701
980	0.232903921
981	0.2328873972
982	0.2328772785
983	0.2328670476
984	0.2328564258
985	0.2328398571
986	0.232816184
987	0.2327891333
988	0.232742598
989	0.2327112233
990	0.2326891679
991	0.2326693573
992	0.2326568764
993	0.2326315657
994	0.2326105071
995	0.2325919058
996	0.2325727658
997	0.2325484203
998	0.2325335665
999	0.232527939
1000	0.232515379
1001	0.2325008528
1002	0.2324724272
1003	0.2324610596
1004	0.2324465151
1005	0.2324358872
1006	0.2324203676
1007	0.2323390345
1008	0.232329424
1009	0.2322950511
1010	0.2322726336
1011	0.2322448517
1012	0.2322121264
1013	0.2322046819
1014	0.2321858042
1015	0.2321595793
1016	0.2321317768
1017	0.2320962311
1018	0.2320808242
1019	0.2320583826
1020	0.2320447394
1021	0.2320058775
1022	0.2319929692
1023	0.2319741875
1024	0.2319305158
1025	0.2318945012
1026	0.2318481673
1027	0.2318075721
1028	0.2317835507
1029	0.2317584787
1030	0.231733038
1031	0.2317105244
1032	0.2316716693
1033	0.2316496615
1034	0.231638191
1035	0.2316154635
1036	0.2315753675
1037	0.2315615701
1038	0.2315388672
1039	0.2315104174
1040	0.2314924306
1041	0.2314834003
1042	0.2314601585
1043	0.2314063017
1044	0.2313819379
1045	0.2313545722
1046	0.2313401485
1047	0.231314736
1048	0.2312944194
1049	0.2312802986
1050	0.2312651688
1051	0.2312339617
1052	0.2311742773
1053	0.2311583498
1054	0.2311439209
1055	0.2311242877
1056	0.2311091147
1057	0.2310876049
1058	0.2310669692
1059	0.2310581874
1060	0.2310432039
1061	0.2310354174
1062	0.2310193806
1063	0.2310025653
1064	0.2309830607
1065	0.2309635256
1066	0.2309391924
1067	0.2309184611
1068	0.2308670665
1069	0.2308432146
1070	0.230806541
1071	0.2307956913
1072	0.2307862005
1073	0.2307745776
1074	0.2307630176
1075	0.230745635
1076	0.230725505
1077	0.2307115935
1078	0.2307032442
1079	0.2306869479
1080	0.230675369
1081	0.2306530327
1082	0.2306377385
1083	0.2306199315
1084	0.2306048653
1085	0.2305955626
1086	0.2305826282
1087	0.230562113
1088	0.230552006
1089	0.230534975
1090	0.2305238007
1091	0.2305114584
1092	0.2304997948
1093	0.2304887272
1094	0.2304279865
1095	0.2303737269
1096	0.2303609239
1097	0.2303439225
1098	0.2303196981
1099	0.230261245
1100	0.2302230952
1101	0.2302084649
1102	0.230177544
1103	0.2301634951
1104	0.2301574605
1105	0.2301433983
1106	0.2301315462
1107	0.2301192272
1108	0.2301087524
1109	0.2300991165
1110	0.2300896114
1111	0.2300782052
1112	0.2300648143
1113	0.2300493402
1114	0.2300240598
1115	0.2300091925
1116	0.2299947861
1117	0.2299847999
1118	0.2299741097
1119	0.2299613508
1120	0.2299419286
1121	0.2299024179
1122	0.2298921243
1123	0.2298788241
1124	0.2298615947
1125	0.2298321078
1126	0.229810098
1127	0.2297930336
1128	0.2297724158
1129	0.2297345213
1130	0.2297212171
1131	0.2297094266
1132	0.2296989723
1133	0.2296713365
1134	0.2296364588
1135	0.2295954103
1136	0.2295736764
1137	0.2295501516
1138	0.2295299547
1139	0.229516548
1140	0.2295028661
1141	0.2294898243
1142	0.2294777746
1143	0.2294704303
1144	0.2294521931
1145	0.2294331944
1146	0.229416276
1147	0.2294058615
1148	0.2293946614
1149	0.2293835594
1150	0.2293676433
1151	0.2293466851
1152	0.2293287205
1153	0.2293064554
1154	0.2292609724
1155	0.2292471384
1156	0.2292305782
1157	0.2292142018
1158	0.2291935201
1159	0.2291827349
1160	0.2291716332
1161	0.229155857
1162	0.2291451264
1163	0.2291268814
1164	0.2291112882
1165	0.229099075
1166	0.2290787691
1167	0.2290381892
1168	0.2290184338
1169	0.2290083419
1170	0.2289980228
1171	0.2289891972
1172	0.2289705416
1173	0.2289375456
1174	0.2289260152
1175	0.2289154039
1176	0.2289037351
1177	0.2288916382
1178	0.2288795998
1179	0.2288578962
1180	0.2288414579
1181	0.2288310991
1182	0.2288154932
1183	0.2288022847
1184	0.2287879792
1185	0.228778144
1186	0.2287666235
1187	0.2287259579
1188	0.2287129072
1189	0.2286982363
1190	0.2286752215
1191	0.2286585304
1192	0.2286509239
1193	0.2286310723
1194	0.2286146069
1195	0.2286015874
1196	0.2285538583
1197	0.2285298401
1198	0.2285197701
1199	0.2284864944
1200	0.2284632774
1201	0.2284395604
1202	0.2283980221
1203	0.228369364
1204	0.2283493562
1205	0.2283399995
1206	0.2283212425
1207	0.2282691309
1208	0.2282516498
1209	0.2282327802
1210	0.2282151314
1211	0.2281874039
1212	0.2281544314
1213	0.228126289
1214	0.2281129537
1215	0.2280917497
1216	0.228079216
1217	0.2280574711
1218	0.2280394457
1219	0.2280299598
1220	0.2280230577
1221	0.2280142469
1222	0.2280003846
1223	0.2279887282
1224	0.2279669637
1225	0.2279368031
1226	0.227915686
1227	0.2279029959
1228	0.2278928403
1229	0.227880526
1230	0.2278691762
1231	0.2278560508
1232	0.2278448852
1233	0.2278344126
1234	0.2278282087
1235	0.2278220802
1236	0.2278118553
1237	0.2277940935
1238	0.2277815774
1239	0.227768063
1240	0.2277525369
1241	0.2277421369
1242	0.2277255891
1243	0.2277128539
1244	0.2276918492
1245	0.2276711732
1246	0.2276506791
1247	0.2276397255
1248	0.2276278055
1249	0.2276163155
1250	0.2276062174
1251	0.227598287
1252	0.2275885126
1253	0.2275721037
1254	0.2275486473
1255	0.2275392535
1256	0.2275287585
1257	0.2275131159
1258	0.227492005
1259	0.2274827253
1260	0.2274689124
1261	0.2274605637
1262	0.2274462264
1263	0.2274201873
1264	0.2273790295
1265	0.2273604653
1266	0.2273408406
1267	0.2273233258
1268	0.2272818497
1269	0.2272470593
1270	0.2272376186
1271	0.227225911
1272	0.2272154396
1273	0.227195237
1274	0.2271847493
1275	0.2271759826
1276	0.2271589293
1277	0.2271501212
1278	0.2271305471
1279	0.2270968847
1280	0.2270818981
1281	0.2270659879
1282	0.2270592333
1283	0.227045482
1284	0.227035001
1285	0.2270123717
1286	0.2269671803
1287	0.2269301698
1288	0.2269141208
1289	0.2268942836
1290	0.2268853724
1291	0.226869715
1292	0.2268417543
1293	0.2268245479
1294	0.2268145106
1295	0.2268024864
1296	0.2267884932
1297	0.2267769577
1298	0.2267570822
1299	0.2267468393
1300	0.2267344303
1301	0.2267205033
1302	0.2267086208
1303	0.226697873
1304	0.226671584
1305	0.226658279
1306	0.2266298378
1307	0.2266088544
1308	0.2265806947
1309	0.2265692796
1310	0.2265607163
1311	0.2265507083
1312	0.2265400563
1313	0.2265077287
1314	0.2264974417
1315	0.2264760913
1316	0.2264602499
1317	0.226442463
1318	0.2264350962
1319	0.2264192808
1320	0.2264033578
1321	0.2263945853
1322	0.2263839088
1323	0.2263724808
1324	0.2263614594
1325	0.2263461955
1326	0.2263286871
1327	0.2263214714
1328	0.226305079
1329	0.2262902816
1330	0.2262730451
1331	0.2262424636
1332	0.2262314144
1333	0.2262225197
1334	0.2261922019
1335	0.2261862267
1336	0.2261766738
1337	0.2261657376
1338	0.2261575245
1339	0.2261387997
1340	0.2261246278
1341	0.2260941876
1342	0.2260822628
1343	0.2260626516
1344	0.2260364797
1345	0.2260256462
1346	0.226017537
1347	0.2260014482
1348	0.2259908221
1349	0.2259770221
1350	0.2259633912
1351	0.2259514662
1352	0.2259425468
1353	0.2259265005
1354	0.2259125433
1355	0.2258993214
1356	0.2258911827
1357	0.2258633969
1358	0.2258503171
1359	0.2258254428
1360	0.2257939042
1361	0.2257813632
1362	0.2257716897
1363	0.2257456189
1364	0.2257350427
1365	0.2257104927
1366	0.2256920191
1367	0.225676834
1368	0.2256580326
1369	0.2256497032
1370	0.2256411859
1371	0.2256327212
1372	0.225617121
1373	0.2256089207
1374	0.2256019408
1375	0.2255846826
1376	0.2255627254
1377	0.225552605
1378	0.2255454397
1379	0.2255296743
1380	0.2255156718
1381	0.2255008881
1382	0.2254904492
1383	0.2254727882
1384	0.2254557446
1385	0.2254417249
1386	0.2254274413
1387	0.2254155258
1388	0.2254093641
1389	0.2254008169
1390	0.2253898601
1391	0.2253789528
1392	0.2253672486
1393	0.2253573762
1394	0.225347452
1395	0.2253370985
1396	0.2253292508
1397	0.2253185746
1398	0.2253002452
1399	0.2252757006
1400	0.22524279
1401	0.225222658
1402	0.22519913
1403	0.2251863626
1404	0.2251639359
1405	0.2251484478
1406	0.2251359734
1407	0.2251069944
1408	0.225092526
1409	0.2250849504
1410	0.225074897
1411	0.225055012
1412	0.2250450559
1413	0.2250367713
1414	0.2250129791
1415	0.2249929836
1416	0.2249786135
1417	0.2249666182
1418	0.2249543248
1419	0.22493963
1420	0.2249318168
1421	0.2249234532
1422	0.2249136227
1423	0.2249000905
1424	0.2248825441
1425	0.2248658681
1426	0.2248447358
1427	0.2248124336
1428	0.2247987059
1429	0.2247930691
1430	0.2247679426
1431	0.2247540142
1432	0.2247466383
1433	0.224740182
1434	0.2247253686
1435	0.2247194264
1436	0.224711761
1437	0.2246977237
1438	0.2246783542
1439	0.2246597103
1440	0.2246476706
1441	0.2246404772
1442	0.2246318198
1443	0.2246243972
1444	0.2246150666
1445	0.224607199
1446	0.2245833365
1447	0.2245635624
1448	0.224555565
1449	0.2245469668
1450	0.2245370324
1451	0.2245200886
1452	0.2245102449
1453	0.2245030859
1454	0.2244934614
1455	0.2244804498
1456	0.2244625776
1457	0.2244457903
1458	0.2244360562
1459	0.2244227954
1460	0.2244160062
1461	0.2244066824
1462	0.2243911349
1463	0.2243830056
1464	0.2243703685
1465	0.2243595995
1466	0.2243421216
1467	0.2243336545
1468	0.2243269157
1469	0.2243185698
1470	0.224300992
1471	0.2242920861
1472	0.2242806024
1473	0.2242559838
1474	0.2242464861
1475	0.2242360243
1476	0.2242284085
1477	0.2242129823
1478	0.2242028113
1479	0.2241921875
1480	0.2241807208
1481	0.2241725414
1482	0.2241619482
1483	0.2241547648
1484	0.2241470819
1485	0.224135072
1486	0.2241255935
1487	0.2241192223
1488	0.2241123699
1489	0.2241012368
1490	0.2240890179
1491	0.2240764679
1492	0.2240682008
1493	0.2240532003
1494	0.2240465332
1495	0.2240244884
1496	0.2240139119
1497	0.2240038235
1498	0.2239961741
1499	0.2239870369
1500	0.2239744676
1501	0.2239667418
1502	0.2239510951
1503	0.2239424596
1504	0.2239341954
1505	0.2239199882
1506	0.2238982091
1507	0.2238905524
1508	0.2238710251
1509	0.2238489945
1510	0.223838766
1511	0.2238309382
1512	0.2238209998
